property,latitude,longitude,city,country,monthly_rate,lease_term_months,total_views
Sample Property 1276,43.661438,-79.727279,Brampton,Canada,3400,12,9898
Sample Property 1277,51.073385,-113.987693,Calgary,Canada,3400,12,7849
Sample Property 1278,43.653226,-79.383184,Toronto,Canada,3400,12,13928
Sample Property 1279,43.21735,-79.86192,Hamilton,Canada,3400,12,7617
Sample Property 1280,43.662369,-79.519264,Toronto,Canada,3400,12,13902
Sample Property 1281,53.628635,-113.421795,Edmonton,Canada,3400,12,8400
Sample Property 1282,43.776875,-79.256655,Toronto,Canada,3400,12,11927
Sample Property 1283,53.541345,-113.298672,Sherwood Park,Canada,3400,12,7017
Sample Property 1284,43.662532,-79.398678,Toronto,Canada,3400,12,6080
Sample Property 1285,43.575891,-79.645196,Mississauga,Canada,3400,12,6542
Sample Property 1286,45.455927,-73.640723,Montreal,Canada,3400,12,12715
Sample Property 1287,43.849005,-79.459068,Maple,Canada,3400,12,12398
Sample Property 1288,43.648728,-79.385133,Toronto,Canada,3400,12,13680
Sample Property 1289,53.535036,-113.615618,Edmonton,Canada,3400,12,9867
Sample Property 1290,43.613616,-79.560597,Toronto,Canada,3400,12,13675
Sample Property 1291,43.645334,-79.382522,Toronto,Canada,3400,12,12006
Sample Property 1292,43.605304,-79.650811,Mississauga,Canada,3400,12,5304
Sample Property 1293,45.503126,-73.574075,Montreal,Canada,3400,12,5232
Sample Property 1294,50.99612,-114.071853,Calgary,Canada,3400,12,13014
Sample Property 1295,44.067936,-79.483699,Newmarket,Canada,3400,12,8048
Sample Property 1296,45.526492,-73.580386,Montreal,Canada,3400,12,12584
Sample Property 1297,45.477245,-75.698708,Gatineau,Canada,3400,12,9245
Sample Property 1298,43.648397,-79.373607,Toronto,Canada,3400,12,6461
Sample Property 1299,43.689657,-79.394851,Toronto,Canada,3400,12,8186
Sample Property 1300,53.542785,-113.903367,Spruce Grove,Canada,3400,12,7055
Sample Property 1301,43.647499,-79.384482,Toronto,Canada,3400,12,12858
Sample Property 1302,53.619852,-113.609394,St. Albert,Canada,3400,12,13076
Sample Property 1303,45.42075,-75.695425,Ottawa,Canada,3400,12,14561
Sample Property 1304,45.418961,-75.691469,Ottawa,Canada,3400,12,10239
Sample Property 1305,45.425023,-75.690965,Ottawa,Canada,3400,12,13787
Sample Property 1306,45.441622,-75.732481,Gatineau,Canada,3400,12,6030
Sample Property 1307,45.301311,-75.87724,Kanata,Canada,3400,12,9092
Sample Property 1308,45.514809,-73.574257,Montreal,Canada,3400,12,7150
Sample Property 1309,45.427212,-75.689513,Ottawa,Canada,3400,12,10402
Sample Property 1310,45.440024,-75.676283,Ottawa,Canada,3400,12,8857
Sample Property 1311,45.42153,-75.697193,Ottawa,Canada,3400,12,8928
Sample Property 1312,45.415447,-75.69656,Ottawa,Canada,3400,12,7592
Sample Property 1313,43.76413,-79.411716,Toronto,Canada,3400,12,9561
Sample Property 1314,43.593042,-79.642794,Mississauga,Canada,3400,12,10828
Sample Property 1315,53.645609,-113.622816,St. Albert,Canada,3400,12,7799
Sample Property 1316,49.334897,-123.166785,West Vancouver,Canada,3400,12,5496
Sample Property 1317,43.656224,-79.435577,Toronto,Canada,3400,12,5215
Sample Property 1318,53.503485,-113.625519,Edmonton,Canada,3400,12,14671
Sample Property 1319,43.660978,-79.384609,Toronto,Canada,3400,12,12303
Sample Property 1320,53.54112,-113.51449,Edmonton,Canada,3400,12,10403
Sample Property 1321,43.47239,-80.535376,Waterloo,Canada,3400,12,5146
Sample Property 1322,53.54095,-113.491151,Edmonton,Canada,3400,12,10341
Sample Property 1323,53.523193,-113.61552,Edmonton,Canada,3400,12,14512
Sample Property 1324,44.732444,-63.656461,Bedford ,Canada,3400,12,14044
Sample Property 1325,53.519168,-113.52044,Edmonton,Canada,3400,12,6960
Sample Property 1326,45.344884,-75.729493,Nepean,Canada,3400,12,7218
Sample Property 1327,49.870836,-97.152962,Winnipeg,Canada,3400,12,11919
Sample Property 1328,43.783378,-79.300194,Toronto,Canada,3400,12,5942
Sample Property 1329,50.90186,-114.064658,Calgary,Canada,3400,12,9664
Sample Property 1330,43.732387,-79.455239,Downsview,Canada,3400,12,9459
Sample Property 1331,43.768698,-79.413163,Toronto,Canada,3400,12,5007
Sample Property 1332,45.499062,-73.573856,Montreal,Canada,3400,12,5117
Sample Property 1333,49.285389,-123.126057,Vancouver,Canada,3400,12,8954
Sample Property 2000,39.747981,-105.00015,Denver,USA,3400,12,6310
Sample Property 2001,39.747981,-105.00015,Denver,USA,3400,12,12361
Sample Property 2002,39.747981,-105.00015,Denver,USA,3400,12,10063
Sample Property 2003,39.762179,-105.013364,Denver,USA,3400,12,8492
Sample Property 2004,39.753636,-104.991667,Denver,USA,3400,12,8183
Sample Property 2005,39.753141,-104.991936,Denver,USA,3400,12,11561
Sample Property 2006,39.678498,-104.967235,Denver,USA,3400,12,9643
Sample Property 2007,39.762394,-104.982301,Denver,United States,3400,12,7016
Sample Property 3000,34.001443,-118.313141,Los Angeles,USA,3400,12,5405
Sample Property 3001,-33.890844,151.274291,Sydney,Australia,3400,12,7671
Sample Property 3002,32.3078,-64.7505,Bermuda,United Kingdom,3400,12,14664
Sample Property 9991,40.753641,-73.986652,New York,USA,3400,12,8507
Sample Property 9993,43.643248,-79.422078,Toronto,Canada,3400,12,6211
Sample Property 9994,43.658896,-79.349192,Toronto,Canada,3400,12,14770
Sample Property 1234568,40.719529,-73.984801,New York,New York,3400,12,14416
Sample Property 1234571,43.644473,-79.419112,Toronto,Canada,3400,12,13849
Sample Property 1234572,43.64352,-79.422798,Toronto,Canada,3400,12,9887
Sample Property 1234573,43.668691,-79.395277,Toronto,Canada,3400,12,7646
Sample Property 1234574,43.644996,-79.384148,Toronto,Canada,3400,12,10793
Sample Property 1234575,43.650388,-79.384459,Toronto,Canada,3400,12,11263
Sample Property 1234576,43.700171,-79.430068,Toronto,Canada,3400,12,5013
Sample Property 1234577,43.848788,-79.377642,Richmond Hill,Canada,3400,12,7626
Sample Property 1234578,43.667302,-79.312767,Toronto,Canada,3400,12,13888
Sample Property 1234590,43,-79,Toronto,Canada,3400,12,13500
Sample Property 4234331,43.670543,-79.385264,Toronto,Canada,3400,12,5883
Sample Property 4234332,43.671353,-79.390966,Toronto,Canada,3400,12,13214
Sample Property 4234333,45.498105,-73.575458,Montreal,Canada,3400,12,14500
Sample Property 4234339,3.043901,101.58065,Selangor,Malaysia,3400,12,10830
Sample Property 4234340,3.043901,101.58065,Selangor,Malaysia,3400,12,9137
Sample Property 4234341,3.043901,101.58065,Selangor,Malaysia,3400,12,10026
Sample Property 4234342,43.509319,-79.674783,Oakville,Canada,3400,12,5130
Sample Property 4234343,43.509319,-79.674783,Oakville,Canada,3400,12,9589
Sample Property 4234344,43.65448,-79.40201,Toronto,Canada,3400,12,10267
Sample Property 4234345,43.649279,-79.485035,Toronto,Canada,3400,12,7249
Sample Property 4234349,30.321184,-97.726394,,,3400,12,6639
Sample Property 4234352,43.64660727,-79.40723777,Toronto,Canada,3400,12,13280
Sample Property 4234353,21.1708906,-86.8403165,Cancun,Mexico,3400,12,13897
Sample Property 4234354,21.1708906,-86.8403165,Cancun,Mexico,3400,12,14907
Sample Property 4234355,21.1708906,-86.8403165,Cancun,Mexico,3400,12,7224
Sample Property 4234356,21.1708906,-86.8403165,Cancun,Mexico,3400,12,14191
Sample Property 4234357,21.1708906,-86.8403165,Cancun,Mexico,3400,12,11668
Sample Property 4234358,21.1708906,-86.8403165,Cancun,Mexico,3400,12,9234
Sample Property 4234359,44.0554016,-79.4806405,Newmarket,Canada,3400,12,11971
Sample Property 4234361,53.7996878,-1.5509014,Leeds,United Kingdom,3400,12,10407
Sample Property 4234362,53.7996878,-1.5509014,Leeds,United Kingdom,3400,12,10800
Sample Property 4234363,30.27382682,-97.76362137,Austin,United States,3400,12,7671
Sample Property 4234366,30.27382682,-97.76362137,Austin,United States,3400,12,5390
Sample Property 4234369,30.27382682,-97.76362137,Austin,United States,3400,12,7400
Sample Property 4234371,5.415388569,100.3393364,Gelugor,Canada,3400,12,5193
Sample Property 4234372,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,10782
Sample Property 4234373,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,14161
Sample Property 4234374,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,13084
Sample Property 4234375,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,7956
Sample Property 4234376,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,14066
Sample Property 4234377,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,11545
Sample Property 4234378,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,6325
Sample Property 4234379,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,12074
Sample Property 4234380,5.3675141,100.3121321,Gelugor,Malaysia,3400,12,13182
Sample Property 4234384,39.7554286,-104.9967293,Denver,United States,3400,12,12441
Sample Property 4234388,43.643372,-79.4221617,Toronto,Canada,3400,12,13334
Sample Property 4234391,26.08030187,-80.28659167,Davie,United States,3400,12,10891
Sample Property 4234392,43.63996134,-79.39396083,Toronto,Canada,3400,12,11397
Sample Property 4234393,43.64333552,-79.42231462,Toronto,Canada,3400,12,14230
Sample Property 4234399,42.9611986,-81.2398064,London,Canada,3400,12,6625
Sample Property 4234400,3.043901,101.58065,Selangor,Malaysia,3400,12,8022
Sample Property 4234401,39.7554286,-104.9967293,Denver,United States,3400,12,12384
Sample Property 4234402,39.7554286,-104.9967293,Denver,United States,3400,12,6003
Sample Property 4234403,39.7554286,-104.9967293,Denver,United States,3400,12,10484
Sample Property 4234404,43.64555515,-79.38610322,Toronto,Canada,3400,12,12071
Sample Property 4234405,45.35412814,-75.78014553,Ottawa,Canada,3400,12,9841
Sample Property 4234406,45.50502353,-73.37785721,St-bruno,Canada,3400,12,9298
Sample Property 4234407,43.7012845,-79.6389232,Mississauga,Canada,3400,12,6334
Sample Property 4234408,43.7012845,-79.6389232,Mississauga,Canada,3400,12,14814
Sample Property 4234409,43.7012845,-79.6389232,Mississauga,Canada,3400,12,14899
Sample Property 4234410,43.7012845,-79.6389232,Mississauga,Canada,3400,12,5495
Sample Property 4234411,43.7012845,-79.6389232,Mississauga,Canada,3400,12,8723
Sample Property 4234412,43.7012845,-79.6389232,Mississauga,Canada,3400,12,6321
Sample Property 4234413,43.7012845,-79.6389232,Mississauga,Canada,3400,12,14747
Sample Property 4234414,43.7012845,-79.6389232,Mississauga,Canada,3400,12,13068
Sample Property 4234415,43.7012845,-79.6389232,Mississauga,Canada,3400,12,13320
Sample Property 4234416,43.7012845,-79.6389232,Mississauga,Canada,3400,12,14804
Sample Property 4234417,43.7012845,-79.6389232,Mississauga,Canada,3400,12,8493
Sample Property 4234418,43.7012845,-79.6389232,Mississauga,Canada,3400,12,11106
Sample Property 4234419,31.26769362,120.7436085,Suzhou,China,3400,12,13338
Sample Property 4234420,43.3369522,-79.8832786,Waterdown,Canada,3400,12,10847
Sample Property 4234421,42.528574,-83.2081225,Beverly Hills,United States,3400,12,6121
Sample Property 4234422,8.972914659,-79.51593161,Panama,Panama,3400,12,12486
Sample Property 4234423,50.1319957,-122.9509202,Whistler,Canada,3400,12,13593
Sample Property 4234424,43.666095,-79.3810974,Toronto,Canada,3400,12,8299
Sample Property 4234425,43.6633982,-79.3721331,Toronto,Canada,3400,12,12589
Sample Property 4234426,45.2780145,-66.055875,St. John,Canada,3400,12,12331
Sample Property 4234427,43.64336592,-79.42210257,Toronto,Canada,3400,12,9227
Sample Property 4234428,51.0679619,3.7327418,Gent,Belgium,3400,12,9007
Sample Property 4234429,51.0657458,3.7340927,Gent,Belgium,3400,12,12897
Sample Property 4234430,51.0558119,3.7239194,Gent,Belgium,3400,12,9658
Sample Property 4234431,43.6494991,-79.37139809,Toronto,Canada,3400,12,10957
Sample Property 4234432,3.1115485,101.4311886,Klang,Malaysia,3400,12,5817
Sample Property 4234433,15.7833,47.8667,,,3400,12,13142
Sample Property 4234434,3.1055929,101.642697,Petaling Jaya,Malaysia,3400,12,7275
Sample Property 4234435,43.6392284,-79.4143449,Toronto,Canada,3400,12,8176
Sample Property 4234436,47.55818211,-52.71263838,St. Johns,Canada,3400,12,5616
Sample Property 4234437,43.77882715,-79.4853732,Toronto,Canada,3400,12,14522
Sample Property 4234438,43.77878067,-79.48559314,Toronto,Canada,3400,12,11374
Sample Property 4234439,3.1055929,101.642697,Petaling Jaya,Malaysia,3400,12,10412
Sample Property 4234440,40.7566991,-73.9703516,New York,United States,3400,12,6296
Sample Property 4234441,43.65348505,-79.38830878,Toronto,Canada,3400,12,6666
Sample Property 4234442,43.1450748,-79.2594459,St. Catharines,Canada,3400,12,8709
Sample Property 4234443,43.66787161,-79.39682007,Toronto,Canada,1300,12,12384
Sample Property 4234444,43.6529206,-79.3849008,Toronto,Canada,1300,12,7924
Sample Property 4234445,3.1570976,101.7009528,Kuala Lumpur,Malaysia,1300,12,5557
Sample Property 4234446,3.14912895,101.7132726,Kuala Lumpur,Malaysia,1300,12,10572
Sample Property 4234447,43.6489865,-79.3958395,Toronto,Canada,1300,12,7992
Sample Property 4234448,43.6732023,-79.4143543,Toronto,Canada,1300,12,8044
Sample Property 4234449,43.6526175,-79.3780161,Toronto,Canada,1300,12,8492
Sample Property 4234450,43.6510891,-79.5265439,Toronto,Canada,1300,12,10609
Sample Property 4234451,43.66471555,-79.37415508,Toronto,Canada,1300,12,11309
Sample Property 4234452,43.6552509,-79.4192438,Toronto,Canada,1300,12,11450
Sample Property 4234453,43.65896819,-79.34881488,Toronto,Canada,1300,12,6711
Sample Property 4234454,43.6467323,-79.3955285,Toronto,Canada,1300,12,12430
Sample Property 4234455,43.6496368,-79.4206912,Toronto,Canada,1300,12,7070
Sample Property 4234456,43.6431975,-79.4244927,Toronto,Canada,1300,12,11125
Sample Property 4234457,43.643372,-79.4221617,Toronto,Canada,1300,12,9620
Sample Property 4234458,43.64142613,-79.4318843,Toronto,Canada,1300,12,7544
Sample Property 4234459,43.666095,-79.3810974,Toronto,Canada,1300,12,6084
Sample Property 4234460,40.7574967,-73.9703481,New York,United States,1300,12,14845
Sample Property 4234461,42.9611986,-81.2398064,London,Canada,1300,12,14947
Sample Property 4234462,43.155409,-79.050193,,,1300,12,7446
Sample Property 4234463,46.8267063,-71.1617477,Davie,Canada,1300,12,6182
Sample Property 4234464,3.078766153,101.6116047,Petaling Jaya,Malaysia,1300,12,9417
Sample Property 4234465,51.30089981,-116.9675034,Golden,Canada,1300,12,8209
Sample Property 4234466,47.55830881,-52.71282345,St. Johns,Canada,1300,12,5231
Sample Property 4234467,47.56123379,-52.71117389,St Johns,Canada,1300,12,9586
Sample Property 4234468,47.56122655,-52.71124899,St Johns,Canada,1300,12,7622
Sample Property 4234469,47.56143469,-52.71118194,St Johns,Canada,1300,12,14523
Sample Property 4234470,47.56211885,-52.71026462,St Johns,Canada,1300,12,8263
Sample Property 4234471,47.56179306,-52.71072328,St Johns,Canada,1300,12,13073
Sample Property 4234760,47.56209532,-52.71010637,St Johns,Canada,1300,12,8157
Sample Property 4234761,43.643372,-79.4221617,Toronto,Canada,1300,12,6302
Sample Property 4234762,43.6529206,-79.3849008,Toronto,Canada,1300,12,12121
Sample Property 4234765,47.5613026,52.7111477,St Johns,Canada,1300,12,10806
Sample Property 4234766,47.56218944,-52.70993471,St Johns,Canada,1300,12,14932
Sample Property 4234767,47.56226183,-52.70975769,St Johns,Canada,1300,12,11163
Sample Property 4234768,47.56185822,-52.71049529,St Johns,Canada,1300,12,10006
Sample Property 4234769,47.5613822,-52.71112561,St Johns,Canada,1300,12,6798
Sample Property 4234770,47.45228162,-122.2481772,Tukwila,United States,1300,12,11894
Sample Property 4234773,-22.9112163,-43.2093781,Rio De Janeiro,Brazil,1300,12,6796
Sample Property 4234774,1.3169991,103.9195871,Siglap,Singapore,1300,12,6589
Sample Property 4234775,42.43017215,-88.08679104,Lake Villa,United States,1300,12,7784
Sample Property 4234776,41.9641987,-87.6854801,Chicago,United States,1300,12,7650
Sample Property 4234777,-22.9112163,-43.2093781,Rio De Janeiro,Brazil,1300,12,10990
Sample Property 4234778,-26.205,28.0497222,Johannesburg,South Africa,1300,12,9790
Sample Property 4234779,-26.05199012,28.0230546,Johannesburg,South Africa,1300,12,7495
Sample Property 4234780,43.6569232,-79.40319685,Toronto,Canada,1300,12,12630
Sample Property 4234781,43.6577192,-79.3765268,Toronto,Canada,1300,12,9203
Sample Property 4234782,43.6377542,-79.4086316,Toronto,Canada,1300,12,6803
Sample Property 4234783,43.6377542,-79.4086316,Toronto,Canada,1300,12,9972
Sample Property 4234784,43.6377542,-79.4086316,Toronto,Canada,1300,12,5225
Sample Property 4234785,43.6377542,-79.4086316,Toronto,Canada,1300,12,5152
Sample Property 4234786,43.6377542,-79.4086316,Toronto,Canada,1300,12,9456
Sample Property 4234787,43.6377542,-79.4086316,Toronto,Canada,1300,12,11926
Sample Property 4234788,43.6377542,-79.4086316,Toronto,Canada,1300,12,14233
Sample Property 4234789,43.6377542,-79.4086316,Toronto,Canada,1300,12,14495
Sample Property 4234790,43.6377542,-79.4086316,Toronto,Canada,1300,12,10559
Sample Property 4234791,43.6377542,-79.4086316,Toronto,Canada,1300,12,7555
Sample Property 4234792,37.79083695,-122.4021095,San Francisco,United States,1300,12,6315
Sample Property 4234793,37.7904453,-122.4009771,San Francisco,Canada,1300,12,12672
Sample Property 4234794,43.65093353,-79.45064624,Toronto,Canada,1300,12,11982
Sample Property 4234795,19.43458353,-99.18727398,Mexico City,Mexico,1300,12,10813
Sample Property 4234796,-29.52408337,31.20020628,Balito,South Africa,1300,12,6704
Sample Property 4234797,43.776875,-79.256655,Toronto,Canada,1300,12,8398
Sample Property 4234798,43.776875,-79.256655,Toronto,Canada,1300,12,14408
Sample Property 4234799,43.776875,-79.256655,Toronto,Canada,1300,12,9925
Sample Property 4234800,43.776875,-79.256655,Toronto,Canada,1300,12,13721
Sample Property 4234801,43.776875,-79.256655,Toronto,Canada,1300,12,10321
Sample Property 4234802,43.776875,-79.256655,Toronto,Canada,1300,12,7039
Sample Property 4234803,43.776875,-79.256655,Toronto,Canada,1300,12,13003
Sample Property 4234804,43.776875,-79.256655,Toronto,Canada,1300,12,9606
Sample Property 4234805,43.776875,-79.256655,Toronto,Canada,1300,12,11301
Sample Property 4234806,43.776875,-79.256655,Toronto,Canada,1300,12,14067
Sample Property 4234807,43.776875,-79.256655,Toronto,Canada,1300,12,10964
Sample Property 4234808,43.776875,-79.256655,Toronto,Canada,1300,12,8005
Sample Property 4234809,43.776875,-79.256655,Toronto,Canada,1300,12,9813
Sample Property 4234810,43.776875,-79.256655,Toronto,Canada,1300,12,9945
Sample Property 4234811,43.776875,-79.256655,Toronto,Canada,1300,12,14721
Sample Property 4234812,43.776875,-79.256655,Toronto,Canada,1300,12,13534
Sample Property 4234813,43.776875,-79.256655,Toronto,Canada,1300,12,12965
Sample Property 4234814,43.776875,-79.256655,Toronto,Canada,1300,12,10990
Sample Property 4234815,43.776875,-79.256655,Toronto,Canada,1300,12,5872
Sample Property 4234816,43.776875,-79.256655,Toronto,Canada,1300,12,10977
Sample Property 4234817,43.776875,-79.256655,Toronto,Canada,1300,12,11669
Sample Property 4234818,43.776875,-79.256655,Toronto,Canada,1300,12,13041
Sample Property 4234819,43.776875,-79.256655,Toronto,Canada,1300,12,13564
Sample Property 4234820,47.56117949,-52.71102905,St Johns,Canada,1300,12,7780
Sample Property 4234821,47.56225097,-52.71014929,St Johns,Canada,1300,12,14692
Sample Property 4234822,-26.05294676,28.02052259,Johannesburg,South Africa,1300,12,13532
Sample Property 4234823,-26.02400792,28.01402092,Johannesburg,South Africa,1300,12,12415
Sample Property 4234824,-26.02418146,28.01221848,Johannesburg,South Africa,1300,12,9075
Sample Property 4234825,-26.11438676,28.04949045,Johannesburg,South Africa,1300,12,10128
Sample Property 4234826,43.776875,-79.256655,Toronto,Canada,1300,12,5412
Sample Property 4234827,-25.87065398,28.18804264,Pretoria,South Africa,1300,12,5871
Sample Property 4234828,43.643372,-79.4221617,Toronto,Canada,1300,12,13048
Sample Property 4234829,50.9011289,-114,Calgary,Canada,1300,12,9102
Sample Property 4234830,45.59205936,-73.54179382,Montreal,Canada,1300,12,10041
Sample Property 4234831,19.40034221,-99.16796207,Mexico D.f.,Mexico,1300,12,5360
Sample Property 4234832,47.56197587,-52.71078229,St Johns,Canada,1300,12,8040
Sample Property 4234833,40.757516,-73.9703857,New York,United States,1300,12,14656
Sample Property 4234834,43.25951846,-79.86330986,Hamilton,Canada,1300,12,7580
Sample Property 4234835,43.776875,-79.256655,Toronto,Canada,1300,12,10723
Sample Property 4234836,45.504861,-73.5666749,Montreal,Canada,1300,12,8952
Sample Property 4234837,45.5224507,-73.5912827,Montreal,Canada,1300,12,14900
Sample Property 4234838,43.776875,-79.256655,Toronto,Canada,1300,12,11642
Sample Property 4234839,43.6529206,-79.3849008,Toronto,Canada,1300,12,14844
Sample Property 4234840,47.56135324,-52.71079302,St Johns,Canada,1300,12,12296
Sample Property 4234841,47.56165732,-52.71103978,St Johns,Canada,1300,12,5231
Sample Property 4234842,47.56232337,-52.70999908,St Johns,Canada,1300,12,9413
Sample Property 4234843,47.56189623,-52.71034241,St Johns,Canada,1300,12,6006
Sample Property 4234844,47.56171523,-52.7105999,St Johns,Canada,1300,12,8063
Sample Property 4234845,47.56168627,-52.7104497,St Johns,Canada,1300,12,11144
Sample Property 4234846,47.56189623,-52.71066427,St Johns,Canada,1300,12,9875
Sample Property 4234847,47.56196863,-52.7105999,St Johns,Canada,1300,12,14805
Sample Property 4234848,47.56117225,-52.71099687,St Johns,Canada,1300,12,10250
Sample Property 4234849,47.56117225,-52.71099687,Caledonia,Canada,1300,12,11939
Sample Property 4234850,47.56117225,-52.71099687,Toronto,Canada,1300,12,12179
Sample Property 4234851,47.56117225,-52.71099687,Toronto,Canada,1300,12,14551
Sample Property 4234852,47.56117225,-52.71099687,Toronto,Canada,1300,12,14948
Sample Property 4234853,47.56117225,-52.71099687,Toronto,Canada,1300,12,5957
Sample Property 4234854,47.56117225,-52.71099687,Toronto,Canada,1300,12,7270
Sample Property 4234855,47.56117225,-52.71099687,Toronto,Canada,1300,12,11386
Sample Property 4234856,47.56117225,-52.71099687,Toronto,Canada,1300,12,9099
Sample Property 4234857,47.56117225,-52.71099687,Toronto,Canada,1300,12,14063
Sample Property 4234858,47.56117225,-52.71099687,Toronto,Canada,1300,12,11453
Sample Property 4234859,47.56117225,-52.71099687,Toronto,Canada,1300,12,12818
Sample Property 4234860,47.56117225,-52.71099687,Toronto,Canada,1300,12,11542
Sample Property 4234861,47.56117225,-52.71099687,Toronto,Canada,1300,12,9666
Sample Property 4234862,53.7656608,-1.5336255,Leeds,United Kingdom,1300,12,9737
Sample Property 4234864,43.776875,-79.256655,Toronto,Canada,1300,12,12125
Sample Property 4234865,43.643372,-79.4221617,Toronto,Canada,1300,12,7739
Sample Property 4234866,47.56117225,-52.71099687,Toronto,Canada,1300,12,13036
Sample Property 4234867,47.56117225,-52.71099687,Toronto,Canada,1300,12,7858
Sample Property 4234868,47.56117225,-52.71099687,Toronto,Canada,1300,12,13594
Sample Property 4234869,47.56117225,-52.71099687,Toronto,Canada,1300,12,9124
Sample Property 4234870,47.56117225,-52.71099687,Toronto,Canada,1300,12,11144
Sample Property 4235275,47.56117225,-52.71099687,Toronto,Canada,1300,12,6794
Sample Property 4235276,47.56117225,-52.71099687,Toronto,Canada,1300,12,5292
Sample Property 4235278,53.7656608,-1.5336255,Leeds,United Kingdom,1300,12,8226
Sample Property 4235281,43.6529206,-79.3849008,Toronto,Canada,1300,12,9077
Sample Property 4235285,43.6529206,-79.3849008,Toronto,Canada,1300,12,9444
Sample Property 4235286,47.55830881,-52.71282345,St. Johns,Canada,1300,12,9775
Sample Property 4235289,43.6706273,-79.3897143,Toronto,Canada,1300,12,5453
Sample Property 4235290,33.87026411,-84.31444645,Ga,United States,1300,12,9237
Sample Property 4235291,53.57677615,10.0907146,Hamburg,Germany,1300,12,11958
Sample Property 4235292,53.57295744,10.06623387,22041 Hamburg,Germany,1300,12,10335
Sample Property 4235296,43.2549927,-79.88601166,Hamilton,Canada,1300,12,8044
Sample Property 4235297,43.67073138,-79.38917041,Toronto,Canada,1300,12,5974
Sample Property 4235298,43.645753,-79.39366,Toronto,Canada,1300,12,6428
Sample Property 4235299,-26.09016537,28.08380127,Johannesburg,South Africa,1300,12,13334
Sample Property 4235300,-26.12762258,27.90535927,Johannesburg,South Africa,1300,12,14745
Sample Property 4235301,43.776875,-79.256655,Toronto,Canada,1300,12,9907
Sample Property 4235302,25.6764922,-100.3060829,Monterrey,Mexico,1300,12,8339
Sample Property 4235303,26.11686257,-80.36388516,"Weston, Fl  33326",United States,1300,12,6085
Sample Property 4235304,28.6572914,77.2272603,Delhi,India,1300,12,6053
Sample Property 4235305,47.5609807,-52.7468596,St. Johns,Canada,1300,12,13236
Sample Property 4235306,47.5609807,-52.7468596,St. Johns,Canada,1300,12,5606
Sample Property 4235307,43.76266406,-79.41123962,Toronto,Canada,1300,12,9039
Sample Property 4235308,53.5503414,10.000654,22041 Hamburg,Germany,1300,12,13878
Sample Property 4235309,53.5503414,10.000654,22041 Hamburg,Germany,1300,12,6949
Sample Property 4235310,49.870836,-97.152962,Unknown,Canada,1300,12,12350
Sample Property 4235311,43.6835028,-79.4582551,Toronto,Canada,1300,12,6147
Sample Property 4235312,43.6573372,-79.5188476,Toronto,Canada,1300,12,7230
Sample Property 4235313,47.56196863,-52.7105999,St Johns,Canada,1300,12,8403
Sample Property 4235318,43.6446241,-79.5310669,Toronto,Canada,1300,12,8222
Sample Property 4235319,45.5058792,-73.5299065,Montreal,Canada,1300,12,10631
Sample Property 4235320,43.7155266,-79.5326089,Toronto,Canada,1300,12,8551
Sample Property 4235321,41.89028315,-87.62911737,Chicago,United States,1300,12,14312
Sample Property 4235322,47.5614849,-52.7125839,St John's,Canada,1300,12,8680
Sample Property 4235323,41.8756208,-87.6243706,Chicago,United States,1300,12,8158
Sample Property 4235325,47.5609807,-52.7468596,St. John's,Canada,1300,12,12440
Sample Property 4235326,47.5609807,-52.7468596,St. Johns,Canada,1300,12,6384
Sample Property 4235327,43.643372,-79.4221617,Toronto,Canada,1300,12,8023
Sample Property 4235329,43.643372,-79.4221617,Toronto,Canada,1300,12,6118
Sample Property 4235333,43.643372,-79.4221617,Toronto,Canada,1300,12,7284
Sample Property 4235334,43.643372,-79.4221617,Toronto,Canada,1300,12,6648
Sample Property 4235336,45.4905115,-73.7074617,Saint-laurent,Canada,1300,12,9258
Sample Property 4235337,43.6529206,-79.3849008,Toronto,Canada,1300,12,5678
Sample Property 4235338,43.3216952,-80.2829048,Cambridge,Canada,1300,12,11884
Sample Property 4235339,43.667988,-79.388974,Toronto,Canada,1300,12,5402
Sample Property 4235340,43.667988,-79.388974,Toronto,Canada,1300,12,7261
Sample Property 4235341,1.426862789,103.8249448,Singapore,Singapore,1300,12,8784
Sample Property 4235342,-22.9112163,-43.2093781,Rio De Janeiro,Brazil,1300,12,12489
Sample Property 4235343,43.776875,-79.256655,Toronto,Canada,1300,12,8538
Sample Property 4235344,43.6468397,-79.4064291,Toronto,Canada,1300,12,7354
Sample Property 4235345,43.776875,-79.256655,Toronto,Canada,1300,12,10849
Sample Property 4235352,49.2608944,-123.1139383,Vancouver,Canada,1300,12,10450
Sample Property 4235353,49.2608944,-123.1139383,Vancouver,Canada,1300,12,14962
Sample Property 4235354,49.2601779,-123.0891536,Vancouver,Canada,1300,8,9305
Sample Property 4235355,49.2534178,-122.7637776,Port Coquitlam,Canada,1300,8,13967
Sample Property 4235356,49.2412186,-123.0571089,Vancouver,Canada,1300,8,5121
